FID,siteId,uwwCode,repCode,uwwName,uwwState,uwwE-PRTRCode,uwwCollectingSystem,uwwNUTS,uwwLoadEnteringUWWTP,uwwCapacity,uwwPrimaryTreatment,uwwSecondaryTreatment,uwwNRemoval,uwwPRemoval,uwwUV,uwwChlorination,uwwOzonation,uwwSandFiltration,uwwMicroFiltration,uwwSpecification,uwwBOD5Perf,uwwCODPerf,uwwTSSPerf,uwwNTotPerf,uwwPTotPerf,uwwOtherPerf,uwwBadPerfDesign,uwwLatitude,uwwLongitude,the_geom,uwwBODIncomingMeasured,uwwCODIncomingMeasured,uwwNIncomingMeasured,uwwPIncomingMeasured,uwwBODDischargeMeasured,uwwCODDischargeMeasured,uwwNDischargeMeasured,uwwPDischargeMeasured,uwwWasteWaterTreated,uwwMethodWasteWaterTreated,uwwRemarks,uwwDateClosing,uwwAccidents,uwwBadPerformance,uwwBODDischargeCalculated,uwwBODDischargeEstimated,uwwBODIncomingCalculated,uwwBODIncomingEstimated,uwwCODDischargeCalculated,uwwCODDischargeEstimated,uwwCODIncomingCalculated,uwwCODIncomingEstimated,uwwHistorie,uwwInformation,uwwNDischargeCalculated,uwwNDischargeEstimated,uwwNIncomingCalculated,uwwNIncomingEstimated,uwwPDischargeCalculated,uwwPDischargeEstimated,uwwPIncomingCalculated,uwwPIncomingEstimated,uwwOther,uwwTreatmentType,uwwTreatmentTypeRequired,uwwTreatmentMet,uwwPerformanceMet,uwwCompliance,repReportedPerdiod,uwwBeginLife,uwwEndLife
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1ca2,2018_uww_UKENSO_SW_TP000112,UKENSO_SW_TP000112,UK,BARCOMBE NEW STW,1,,ISCON,UKJ22,3475,3475,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,50.93422068,0.00999081,POINT (0.009990811 50.9342207183645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1ca1,2018_uww_UKNI_TP00040,UKNI_TP00040,UK,Kinnegar,1,,ISCON,UKN09,82895,110000,1,1,1,0,0,0,0,0,0,,P,P,NR,P,NR,NR,,54.634,-5.853,POINT (-5.853000000000001 54.634000034392),,,,,,,,,,,EPRTR Code WA_0879_1999,,,,,,,,,,,,,,,,,,,,,,NR,More Stringent: Other,More Stringent: Nitrogen,1,1,C,2018,2018-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1ca0,2018_uww_UKNI_TP00021,UKNI_TP00021,UK,Ballynahinch,1,,ISCON,UKN08,7936,14600,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,NR,NR,,54.396,-5.884,POINT (-5.884 54.39600003469276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR,More Stringent: Other,Secondary,1,1,C,2018,2018-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c9f,2018_uww_UKNI_TP00023,UKNI_TP00023,UK,Belfast,1,,ISCON,UKN06,360602,300000,1,1,1,0,0,0,0,0,0,,P,P,NR,P,NR,NR,,54.622,-5.909,POINT (-5.909 54.622000034407286),,,,,,,,,,,EPRTR Code WA_6380_2007,,,,,,,,,,,,,,,,,,,,,,NR,More Stringent: Other,More Stringent: Nitrogen,1,1,C,2018,2018-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c9e,2018_uww_UKENTH_TWU_TP000058,UKENTH_TWU_TP000058,UK,"DRAYTON, DRAYTON, OXON STW""",1,,ISCON,UKJ14,6709,7814,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.63662987,-1.30349956,POINT (-1.303499562 51.63662990773465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c9d,2018_uww_UKENAN_AW_TP000052,UKENAN_AW_TP000052,UK,CHANTRY   STW,1,,ISCON,UKH14,19668,30000,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.02942006,1.1309399,POINT (1.130939902 52.02942009735545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c9c,2018_uww_UKENAN_AW_TP000053,UKENAN_AW_TP000053,UK,CHATTERIS  STW,1,,ISCON,UKH12,10958,12000,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,52.46409278,0.05197126,POINT (0.051971258 52.46409281691395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c9b,2018_uww_UKENNE_YW_TP000019,UKENNE_YW_TP000019,UK,ILKLEY STW,1,,ISCON,UKE41,15829,16377,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.93149469,-1.81051613,POINT (-1.8105161280000002 53.9314947252634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c9a,2018_uww_UKENNE_YW_TP000020,UKENNE_YW_TP000020,UK,KILLINGHALL STW,1,,ISCON,UKE22,3389,3407,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,54.02683684,-1.58782428,POINT (-1.587824283 54.02683687514807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c99,2018_uww_UKENNE_YW_TP000021,UKENNE_YW_TP000021,UK,KIRKBY MALZEARD STW,1,,ISCON,UKE22,1815,2251,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,54.16196642,-1.6239589,POINT (-1.623958898 54.161966454982995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c98,2018_uww_UKENTH_TWU_TP000144,UKENTH_TWU_TP000144,UK,WANTAGE STW,1,,ISCON,UKJ14,27038,33000,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,51.62275075,-1.41277322,POINT (-1.412773218 51.62275078774771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c97,2018_uww_UKENTH_TWU_TP000059,UKENTH_TWU_TP000059,UK,"EAST SHEFFORD, EAST SHEFFORD, B STW""",1,,ISCON,UKJ11,5432,6090,1,1,0,0,0,0,0,0,0,NITRIFYING SUBMERGED AERATED FILTERS,P,P,NR,NR,NR,,,51.46501384,-1.43869514,POINT (-1.4386951440000002 51.46501387789433),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c96,2018_uww_UKENSO_SW_TP000021,UKENSO_SW_TP000021,UK,TUNBRIDGE WELLS   South STW,1,,ISCON,UKJ46,31503,31530,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,51.12125859,0.20631308,POINT (0.206313084 51.121258628202945),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c95,2018_uww_UKENSO_SW_TP000022,UKENSO_SW_TP000022,UK,"RAMSGATE, SANDWICH, DEAL   STW""",1,,ISCON,UKJ44,97109,97109,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.31729211,1.3450115,POINT (1.3450114960000001 51.3172921480288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c94,2018_uww_UKENSO_SW_TP000023,UKENSO_SW_TP000023,UK,HERNE BAY STW,1,,ISCON,UKJ44,41673,41673,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,51.36205357,1.17074401,POINT (1.1707440139999998 51.36205360798834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c93,2018_uww_UKWAWA_WW_TP000064,UKWAWA_WW_TP000064,UK,HAVERFORD WEST   STW,1,,ISCON,UKL14,18618,19618,1,1,0,0,1,0,0,0,0,,P,P,NR,NR,NR,,,51.79293298,-4.96628092,POINT (-4.966280923852999 51.792933018495035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c92,2018_uww_UKENTH_TWU_TP000145,UKENTH_TWU_TP000145,UK,"WARGRAVE, WARGRAVE, BERKS STW""",1,,ISCON,UKJ11,125276,125276,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,51.49408554,-0.88131069,POINT (-0.881310692 51.49408557786756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c91,2018_uww_UKWAWA_WW_TP000065,UKWAWA_WW_TP000065,UK,LLANYBYDDER WWTW CEREDIGION STW,1,,ISCON,UKL14,1854,2038,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.0678591,-4.16462636,POINT (-4.1646263648563 52.06785913293632),,,,,,,,,,,2018 PE below 2000,,,,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c90,2018_uww_UKWAWA_WW_TP000066,UKWAWA_WW_TP000066,UK,WHITLAND WWTW WHITLAND CARMS STW,1,,ISCON,UKL14,1808,1966,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.81213499,-4.60554512,POINT (-4.605545118074599 51.812135027316565),,,,,,,,,,,UWWTD conditions removed in 2019,,,,,,,,,,,,UWWTD conditions removed in 2019,,,,,,,,,,,More Stringent: Other,Appropriate,2,2,NR,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c8f,2018_uww_UKENMI_ST_TP000290,UKENMI_ST_TP000290,UK,BRADWELL STW,1,,ISCON,UKF13,4504,4505,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.33668215,-1.73116277,POINT (-1.7311627699999999 53.33668218596117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c8e,2018_uww_UKENMI_ST_TP000292,UKENMI_ST_TP000292,UK,WYCHBOLD STW,0,,ISCON,UKG12,1267,1671,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.29018658,-2.12488118,POINT (-2.124881184 52.2901866170933),,,,,,,,,,,Resident Population reduced. No UWWTR sampling - below 2000 threshold,,,,,,,,,,,,,,,,,,,,,,,Secondary,,2,2,NR,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c8d,2018_uww_UKENAN_AW_TP000303,UKENAN_AW_TP000303,UK,BASILDON STW,1,,ISCON,UKH37,123660,150000,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.58793954,0.50595047,POINT (0.5059504700000002 51.58793957778033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c8c,2018_uww_UKENAN_AW_TP000304,UKENAN_AW_TP000304,UK,BENFLEET STW,1,,ISCON,UKH37,27514,30529,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.54916766,0.5494301,POINT (0.549430098 51.54916769781649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c8b,2018_uww_UKENAN_AW_TP000305,UKENAN_AW_TP000305,UK,"CANVEY ISLAND STW, CANVEY ISLAND, E""",1,,ISCON,UKH37,38857,45810,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.51154114,0.57485714,POINT (0.5748571390000001 51.511541177851406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c8a,2018_uww_UKENSO_SW_TP000113,UKENSO_SW_TP000113,UK,RINGMER   STW,1,,ISCON,UKJ22,5076,5111,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,50.893948,0.08130574,POINT (0.081305737 50.893948038398676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c89,2018_uww_UKENSO_SW_TP000114,UKENSO_SW_TP000114,UK,SOUTH AMBERSHAM STW,1,,ISCON,UKJ27,15049,15049,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,50.98264427,-0.69419883,POINT (-0.6941988260000002 50.98264430832313),,,,,,,,,,,Increase in Cess imports and Trade Effluent to works,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c88,2018_uww_UKENMI_ST_TP000291,UKENMI_ST_TP000291,UK,HATHERSAGE STW,0,,ISCON,UKF13,0,1803,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.32199048,-1.64673536,POINT (-1.646735359 53.32199051597792),,,,,,,,,,,No UWWTR sampling - below 2000 threshold,,,,,,,,,,,,,,,,,,,,,,,Secondary,,2,2,NR,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c87,2018_uww_UKENTH_TWU_TP000060,UKENTH_TWU_TP000060,UK,EAST HAMPSTEAD PARK STW,1,,ISCON,UKJ11,7706,7706,1,1,0,0,0,0,0,0,1,,P,P,NR,NR,NR,,,51.39036548,-0.79530776,POINT (-0.795307756 51.39036551796263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c86,2018_uww_UKENSO_SW_TP000115,UKENSO_SW_TP000115,UK,SIDLESHAM STW,1,,ISCON,UKJ27,25315,28193,1,1,1,1,0,0,0,1,0,,P,P,NR,P,P,,,50.75567693,-0.79664474,POINT (-0.796644741 50.75567696851445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Nitrogen,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c85,2018_uww_UKNI_TP00025,UKNI_TP00025,UK,Bushmills,1,,ISCON,UKN12,5542,8862,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,NR,,55.211,-6.527,POINT (-6.527000000000001 55.2110000336404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR,Secondary,Secondary,1,1,C,2018,2018-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c84,2018_uww_UKNI_TP00026,UKNI_TP00026,UK,Carrickfergus,1,,ISCON,UKN15,32474,35330,1,1,1,0,0,0,0,0,0,,P,P,NR,P,NR,NR,,54.725,-5.778,POINT (-5.777999999999999 54.72500003427556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR,More Stringent: Other,More Stringent: Nitrogen,1,1,C,2018,2018-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c83,2018_uww_UKENTH_TWU_TP000061,UKENTH_TWU_TP000061,UK,"ELSTEAD, ELSTEAD, SURREY STW""",1,,ISCON,UKJ25,5597,5597,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.19066681,-0.69634279,POINT (-0.6963427849999999 51.190666848141845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c82,2018_uww_UKNI_TP00027,UKNI_TP00027,UK,Castlederg,1,,ISCON,UKN10,3902,4750,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,NR,,54.707,-7.577,POINT (-7.577000000000001 54.70700003429865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NR,Secondary,Secondary,1,1,C,2018,2018-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c81,2018_uww_UKENTH_TWU_TP000062,UKENTH_TWU_TP000062,UK,"EPPING, FIDDLERS HAMLET, EPPING STW""",1,,ISCON,UKH35,12942,13189,1,1,0,0,0,0,0,0,1,NITRIFYING SUBMERGED AERATED FILTERS,P,P,NR,NR,NR,,,51.6826623,0.13619939,POINT (0.136199391 51.682662337691205),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c80,2018_uww_UKENSO_SW_TP000024,UKENSO_SW_TP000024,UK,QUEENBOROUGH STW,1,,ISCON,UKJ43,52428,52428,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.40290147,0.74313768,POINT (0.7431376779999999 51.40290150795121),,,,,,,,,,,Large increase in Trade Effluent to works,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c7f,2018_uww_UKENSO_SW_TP000025,UKENSO_SW_TP000025,UK,CHATHAM AND GILLINGHAM   STW,1,,ISCON,UKJ41,261120,261120,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.38597095,0.62799671,POINT (0.627996714 51.38597098796662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c7e,2018_uww_UKENNE_YW_TP000023,UKENNE_YW_TP000023,UK,KNARESBOROUGH STW,1,,ISCON,UKE22,16973,18250,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,54.0050429,-1.44309613,POINT (-1.4430961330000003 54.0050429351745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c7d,2018_uww_UKENAN_AW_TP000054,UKENAN_AW_TP000054,UK,CHELLINGTON STW,1,,ISCON,UKH24,2470,2800,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.19512853,-0.59970178,POINT (-0.5997017770000002 52.19512856718981),,,,,,,,,,,Increase in domestic pe,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c7c,2018_uww_UKENAN_AW_TP000055,UKENAN_AW_TP000055,UK,CHELMSFORD   STW,1,,ISCON,UKH36,143980,163311,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.73229243,0.51547916,POINT (0.5154791570000001 51.732292467644065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c7b,2018_uww_UKENAN_AW_TP000056,UKENAN_AW_TP000056,UK,CLACTON   STW,1,,ISCON,UKH34,47127,54838,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.8098175,1.21503694,POINT (1.215036937 51.8098175375698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c7a,2018_uww_UKENNE_YW_TP000022,UKENNE_YW_TP000022,UK,KIRKBYMOORSIDE STW,1,,ISCON,UKE22,3244,3282,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,54.26195308,-0.91996809,POINT (-0.919968093 54.26195311485966),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c79,2018_uww_UKENNE_YW_TP000024,UKENNE_YW_TP000024,UK,LEEMING BAR STW,1,,ISCON,UKE22,4242,9352,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,54.30609514,-1.54277855,POINT (-1.5427785470000004 54.30609517480488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c78,2018_uww_UKENSO_SW_TP000026,UKENSO_SW_TP000026,UK,ASHFORD STW,1,,ISCON,UKJ45,106298,106298,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,51.15338513,0.88635525,POINT (0.8863552539999998 51.15338516817474),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c77,2018_uww_UKWAWA_WW_TP000067,UKWAWA_WW_TP000067,UK,ADPAR WWTW ADPAR CEREDIGION STW,1,,ISCON,UKL14,1849,2401,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.04221213,-4.47338591,POINT (-4.4733859138483 52.04221216603777),,,,,,,,,,,2018 PE below 2000,,,,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c76,2018_uww_UKWAWA_WW_TP000068,UKWAWA_WW_TP000068,UK,LLANDOVERY WASTEWATER TREATMENT STW,1,,ISCON,UKL14,1680,2343,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.98269855,-3.80489799,POINT (-3.8048979905448004 51.98269859030355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c75,2018_uww_UKENMI_ST_TP000018,UKENMI_ST_TP000018,UK,WOLVERHAMPTON (BARNHURST) STW,1,,ISCON,UKG39,144829,170000,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,52.61254009,-2.1491329,POINT (-2.149132899 52.61254012675804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c74,2018_uww_UKENMI_ST_TP000180,UKENMI_ST_TP000180,UK,STOURBRIDGE & HALESOWEN   STW,1,,ISCON,UKG24,280805,290000,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,52.45218923,-2.19155684,POINT (-2.19155684 52.45218926692634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c73,2018_uww_UKENTH_TWU_TP000063,UKENTH_TWU_TP000063,UK,"ESHER, FARM ROAD, ESHER, SURREY STW""",1,,ISCON,UKJ25,113887,128252,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,51.38172141,-0.37047118,POINT (-0.370471177 51.3817214479705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1c72,2018_uww_UKENTH_TWU_TP000064,UKENTH_TWU_TP000064,UK,"FAIRFORD, FAIRFORD, GLOS STW""",1,,ISCON,UKK13,4438,4486,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.70186763,-1.77553246,POINT (-1.7755324570000002 51.701867667673),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
